"|","|__i","|__lc","|__m","|__n","|__ri","|__rm","|__rn","|__sc","|__t","|__time"
"1531883352212","112894370020260664055","","8.29 CSMT slow local train arrived on plf no 4 (sent from Thane Stn.)","Thane User","","","","","18 Jul 08:39 AM","1531883352212"
"1531883436713","110067132326629624633","","badlapur dadar kuthe ahe (sent from Vithalwadi Stn.)","Poonam Pagare","","","","","18 Jul 08:40 AM","1531883436713"
"1531883540034","115875243297247152957","","titwala 8:10 tren kute pochali ata","Bhaskar Zankar","","","","","18 Jul 08:42 AM","1531883540034"
"1531883592593","112894370020260664055","","8.28 CSMT fast local train arrived on plf no 6 (sent from Thane Stn.)","Thane User","","","","","18 Jul 08:43 AM","1531883592593"
"1531883596587","103523935208695506366","","local let aahe yarr 20 min😡","Amit Hemrajani Hemrajani","","","","","18 Jul 08:43 AM","1531883596587"
"1531883607061","100678804603150842069","","8:42 mins semi fast local for Mumbai CST is shortly arrving on platform no 1-a (sent from Kalyan Stn.)","joseph pinto","","","","","18 Jul 08:43 AM","1531883607061"
"1531883624574","112894370020260664055","","8.37 ASANGAON slow local train arrived on plf no 2 (sent from Thane Stn.)","Thane User","","","","","18 Jul 08:43 AM","1531883624574"
"1531883630566","100678804603150842069","","8:34 min Fast local for Mumbai CST is arrived on platform no 5 (sent from Kalyan Stn.)","joseph pinto","","","","","18 Jul 08:43 AM","1531883630566"
"1531883661585","100678804603150842069","","9:02 min Semi-fast local for Mumbai CST will arrive on platform no 1 (sent from Kalyan Stn.)","joseph pinto","","","","","18 Jul 08:44 AM","1531883661585"
"1531883723163","100678804603150842069","","Pratapgad -LTT express had arrived on platform no 6....for Kalyan passenger it's will halt at Thane (sent from Kalyan Stn.)","joseph pinto","","","","","18 Jul 08:45 AM","1531883723163"
"1531883758111","112896083410099470160","","badlapure  cst 8.11am train has stop between vithalwadi and kalyan (sent from Kalyan)","Yash Deshmukh","","","","","18 Jul 08:45 AM","1531883758111"
"1531883794082","112894370020260664055","","8.37 CSMT fast local train arrived on plf no 4 (sent from Thane Stn.)","Thane User","","","","","18 Jul 08:46 AM","1531883794082"
"1531883796340","100678804603150842069","","8:42 min Semi-fast local is arrived on platform no 1-A it will dep shortly for cst (sent from Kalyan Stn.)","joseph pinto","","","","","18 Jul 08:46 AM","1531883796340"
"1531883821332","100678804603150842069","","same up date till know  (sent from Kalyan Stn.)","joseph pinto","100678804603150842069","update.... Cemtral railway line all local are running 10 to 15 min late.... Some local coming from. Karjat are 20 mins late... Western line Virar to Churchgate local are 10 to 15 min late and Harbour is on time today....  (sent from Vangani Stn.)","joseph pinto","","18 Jul 08:47 AM","1531883821332"
"1531883830753","111542440503544766200","","0852 Badlapur fast local is arriving in next 4 minutes (sent from Dombivli Stn.)","Pawan Dwivedi","","","","","18 Jul 08:47 AM","1531883830753"
"1531883879660","111652001748870516361","1","platform var ka fast fast train karata. please please please solw sole train Kara na. (sent from Badlapur Stn.)","Vaishali Rane","","","","","18 Jul 08:47 AM","1531883879660"
"1531884116159","112894370020260664055","","9.00 CSMT fast local train halted on plf no 7 (sent from Thane Stn.)","Thane User","","","","","18 Jul 08:51 AM","1531884116159"
"1531884172054","100678804603150842069","25","Passenger of between CST and Thane plz avoid fast local as Ambernath And Titwala because for Thane there are many local from CST you can travel safe... It created Tomuch crowded when u catch fast local.. Plz think of others because for Ambernath and Titwala train are in 20 to 25 mins...  (sent from Kalyan Stn.)","joseph pinto","","","","2","18 Jul 08:52 AM","1531884172054"
"1531884205161","112894370020260664055","","8.32 CSMT fast local train arrived on plf no 6 (sent from Thane Stn.)","Thane User","","","","","18 Jul 08:53 AM","1531884205161"
"1531884249989","112894370020260664055","","9.07 KALYAN slow local train arrived on plf no 2 (sent from Thane Stn.)","Thane User","","","","","18 Jul 08:54 AM","1531884249989"
"1531884284084","111118266137153693672",""," 9:00 badlapur cst on time hai kya ","Hanali Zore","","","","","18 Jul 08:54 AM","1531884284084"
"1531884314845","104256179028450388737","","train are running late ","Ravindra Ukey","","","","","18 Jul 08:55 AM","1531884314845"
"1531884326625","104256179028450388737","","? ","Ravindra Ukey","","","","","18 Jul 08:55 AM","1531884326625"
"1531884420434","112894370020260664055","","8.45 CSMT fast local train arrived on plf no 4 (sent from Thane Stn.)","Thane User","","","","","18 Jul 08:57 AM","1531884420434"
"1531884452279","112894370020260664055","","9.00 CSMT slow local train halted on plf no 1 (sent from Thane Stn.)","Thane User","","","","","18 Jul 08:57 AM","1531884452279"
"1531884513844","100678804603150842069","8","Kalyan to Ghatkopar Fast local take 37 to 40 min and slow 50 to 52 min... There are many slow and semi fast train from Kalyan and Dombivali... avoid fast local because passengers travelling from Karjat and kasara have lack of train services...  (sent from Thakurli)","joseph pinto","","","","1","18 Jul 08:58 AM","1531884513844"
"1531884587498","112894370020260664055","","8.56 KARJAT fast local train arrived on plf no 5 (sent from Thane Stn.)","Thane User","","","","","18 Jul 08:59 AM","1531884587498"
"1531884652454","110427025918348838441","","plz any one update about ladies spl?? where it is now?? (sent from Vidyavihar Stn.)","anuja parab","","","","","18 Jul 09:00 AM","1531884652454"
"1531884702788","112894370020260664055","","8.57 TITWALA slow local train halted on plf no 3 (sent from Thane Stn.)","Thane User","","","","","18 Jul 09:01 AM","1531884702788"
"1531884810761","112894370020260664055","","9.16 CSMT slow local train is today cancelled.. (sent from Thane Stn.)","Thane User","","","","","18 Jul 09:03 AM","1531884810761"
"1531885095604","112461175218161161581","","anyone plz update kasara fast train status (sent from Mulund Stn.)","mohsin shaikh","","","","","18 Jul 09:08 AM","1531885095604"
"1531885097137","117038940818302250631","","where is karjat local ?","Shailesh Nandode","","","","","18 Jul 09:08 AM","1531885097137"
"1531885135383","100361978206559866444","1","854 CST coming after 902 CST. (sent from Kanjur Marg Stn.)","Rahul Agrawal","","","","","18 Jul 09:08 AM","1531885135383"
"1531885243847","100678804603150842069","","8:42 Kalyan - CST semi fast local reach Kopar... 12 min late","joseph pinto","","","","","18 Jul 09:10 AM","1531885243847"
"1531885319006","117024366037421461115","","what about thane to ambernath.. (sent from Kalva)","khajamiya shaikh","","","","","18 Jul 09:11 AM","1531885319006"
"1531885352530","118093840564132476412","","is there train problem (sent from Diva Jn Stn.)","Ashwini Wamanacharya","","","","","18 Jul 09:12 AM","1531885352530"
"1531885357568","107504227419460303646","","asangoan (sent from Kalyan Stn.)","sanjeev badugu","","","","","18 Jul 09:12 AM","1531885357568"
"1531885381974","103581602221279049582","","train's are 10 to 15 late than usual (sent from Dadar Stn.)","pratik nandgaonkar","","","","","18 Jul 09:13 AM","1531885381974"
"1531885392305","114856074459189301598","","what is the problem at Diva?  (sent from Tilak Nagar)","RAJAGOPAL MANNADIAR","","","","","18 Jul 09:13 AM","1531885392305"
"1531885417568","118093840564132476412","","trains r halted  (sent from Diva Jn)","Ashwini Wamanacharya","","","","","18 Jul 09:13 AM","1531885417568"
"1531885438257","103820170582141887283","","slow train stopped for cst from 10 min (sent from Diva Jn Stn.)","Sk sohail","","","","","18 Jul 09:13 AM","1531885438257"
"1531885444703","103581602221279049582","","there was no problem half n hour back at diva ! (sent from Dadar Stn.)","pratik nandgaonkar","","","","","18 Jul 09:14 AM","1531885444703"
"1531885445260","107959764319272200267","","karjat local stop near diva","kalpesh patil","","","","","18 Jul 09:14 AM","1531885445260"
"1531885450718","101274287166619938237","","train has stopped near Diva station.Any problem after Diva sation towards Thane??? (sent from Diva Jn Stn.)","Akshay Kale","","","","","18 Jul 09:14 AM","1531885450718"
"1531885466839","103820170582141887283","","whats the problem (sent from Diva Jn Stn.)","Sk sohail","","","","","18 Jul 09:14 AM","1531885466839"
"1531885519405","112894370020260664055","","9.15 KASARA fast local train arrived on plf no 5 (sent from Thane Stn.)","Thane User","","","","","18 Jul 09:15 AM","1531885519405"
"1531885534469","102592990857262906524","","train are halted at diva (sent from Diva Jn Stn.)","Nishat Ansari","","","","","18 Jul 09:15 AM","1531885534469"
"1531885542828","112894370020260664055","","9.07 CSMT fast local train arrived on plf no 4 (sent from Thane Stn.)","Thane User","","","","","18 Jul 09:15 AM","1531885542828"
"1531885546833","102592990857262906524","","since last 20 minutes (sent from Diva Jn Stn.)","Nishat Ansari","","","","","18 Jul 09:15 AM","1531885546833"
"1531885566191","113389795785198247204","","8.27 hault at diva","prashant waghmare","","","","","18 Jul 09:16 AM","1531885566191"
"1531885582879","105518109023406004158","","Is there any prb on central??my trn is stucked at diva..not moving since from 15 mins (sent from Diva Jn Stn.)","Bhagyashree Alat","","","","","18 Jul 09:16 AM","1531885582879"
"1531885595392","103820170582141887283","","heavy rain (sent from Diva Jn Stn.)","Sk sohail","","","","","18 Jul 09:16 AM","1531885595392"
"1531885603632","102594221987922219500","","status for 9.29 train from badlapur? (sent from Badlapur Stn.)","Namita Varshney","","","","","18 Jul 09:16 AM","1531885603632"
"1531885636077","101668804688732959599","1","aage ji kya situation ?? (sent from Diva Jn Stn.)","Mangesh Suryawanshi","","","","","18 Jul 09:17 AM","1531885636077"
"1531885642012","118395834500713028249","","सेंट्रल लाइन ला दिवा आणि ठाणे ला काही प्रॉब्लेम झालाय का???","राजू दिवाने","","","","","18 Jul 09:17 AM","1531885642012"
"1531885654721","108058631337586322277","","is there any problem at diva trains are not moving ? (sent from Diva Jn)","Ganpat Palve","","","","","18 Jul 09:17 AM","1531885654721"
"1531885657821","115512596477691508023","","kya prblm hui hai ? koi bataye plz (sent from Mumbra Stn.)","Salman Dholakia","","","","","18 Jul 09:17 AM","1531885657821"
"1531885700549","105242147432611899990","","update please (sent from Dativali)","monika badhe","","","","","18 Jul 09:18 AM","1531885700549"
"1531885705208","105537720603991199923","","just move tran diva stn 8.50 (sent from Diva Jn Stn.)","nandkumar malavadkar","","","","","18 Jul 09:18 AM","1531885705208"
"1531885707611","113562709597469753903","","daily ka issue he (sent from Mumbra)","Manish Pareek","","","","","18 Jul 09:18 AM","1531885707611"
"1531885732925","100764115397490489374","","please update any issues from diva to thane (sent from Diva Jn)","Mohit Chitte","","","","","18 Jul 09:18 AM","1531885732925"
"1531885738171","103820170582141887283","","line all clear (sent from Diva Jn Stn.)","Sk sohail","","","","","18 Jul 09:18 AM","1531885738171"
"1531885744135","113159733476108841713","","Train stop between Diva koper 20minutes 😂 (sent from Byculla Stn.)","Ashok Mohanty","","","","","18 Jul 09:19 AM","1531885744135"
"1531885747702","101668804688732959599","","now trains are start (sent from Diva Jn Stn.)","Mangesh Suryawanshi","","","","","18 Jul 09:19 AM","1531885747702"
"1531885748013","101800523222626811514","","train delay titwala Dadar train halt before diva station from 20 min","Ankit Khivasara","","","","","18 Jul 09:19 AM","1531885748013"
"1531885749310","101668804688732959599","","now trains are start (sent from Diva Jn Stn.)","Mangesh Suryawanshi","","","","","18 Jul 09:19 AM","1531885749310"
"1531885751528","105537720603991199923","","any update dombivali gaus (sent from Diva Jn Stn.)","nandkumar malavadkar","","","","","18 Jul 09:19 AM","1531885751528"
"1531885754790","108226054497566322477","1","Dadar train is arriving at Mumbra (sent from Diva Jn Stn.)","foram morabia","","","","","18 Jul 09:19 AM","1531885754790"
"1531885781518","105537720603991199923","","any update dombivali gaus (sent from Diva Jn Stn.)","nandkumar malavadkar","","","","","18 Jul 09:19 AM","1531885781518"
"1531885802663","105537720603991199923","","slow tran (sent from Diva Jn Stn.)","nandkumar malavadkar","","","","","18 Jul 09:20 AM","1531885802663"
"1531885854033","117999190250930874667","","train band ho gaya (sent from Thakurli Stn.)","Rakesh iyer","105537720603991199923","any update dombivali gaus (sent from Diva Jn Stn.)","nandkumar malavadkar","","18 Jul 09:20 AM","1531885854033"
"1531885870477","113159733476108841713","","kahitari ahe 20 minutes late  (sent from Ambivli Stn.)","Ashok Mohanty","118395834500713028249","सेंट्रल लाइन ला दिवा आणि ठाणे ला काही प्रॉब्लेम झालाय का???","राजू दिवाने","","18 Jul 09:21 AM","1531885870477"
"1531885878773","102072902199462129342","1","8.58 from Thane CSMT where it is stuck??  (sent from Thane Stn.)","Manisha Yadav","","","","","18 Jul 09:21 AM","1531885878773"
"1531885882269","113159733476108841713","","kahitari ahe 20 minutes late  (sent from Ambivli Stn.)","Ashok Mohanty","","","","","18 Jul 09:21 AM","1531885882269"
"1531885882429","100878390796643859220","","thane cst 9.08 and 9.16 cancelled ","Karan Mudgal","","","","","18 Jul 09:21 AM","1531885882429"
"1531885916284","112894370020260664055","","9.18 KALYAN fast local train arrived on plf no 5 (sent from Thane Stn.)","Thane User","","","","","18 Jul 09:21 AM","1531885916284"
"1531885937469","101694336700897546205","","ghatkopar to thane?? ","Aniket Suryawanshi","","","","","18 Jul 09:22 AM","1531885937469"
"1531885968881","109341233437549978045","","9.17 kalyan ata kurlya varun nighali (sent from Kurla Stn.)","Priya Sable","","","","","18 Jul 09:22 AM","1531885968881"
"1531885971073","107772111200325924460","","9.16 Thane CSTM local cancelled. (sent from Thane Stn.)","Gulshan K","","","","","18 Jul 09:22 AM","1531885971073"
"1531885992816","113159733476108841713","","OK thanks for update  (sent from Ambivli Stn.)","Ashok Mohanty","","","","","18 Jul 09:23 AM","1531885992816"
"1531886047288","112894370020260664055","","8.58 CSMT fast local train arrived on plf no 6 (sent from Thane Stn.)","Thane User","","","","","18 Jul 09:24 AM","1531886047288"
"1531886063524","112634203039332106661","","are the trains running between mumbra to karjat????","huzaif pawaskar","","","","","18 Jul 09:24 AM","1531886063524"
"1531886077903","112634203039332106661","","if any problem please update","huzaif pawaskar","","","","","18 Jul 09:24 AM","1531886077903"
"1531886101107","106806034808685217471","","done marol Naka I have to go to domestic airport.... train or can? (sent from Diva Jn Stn.)","ramesh kumar","","","","","18 Jul 09:25 AM","1531886101107"
"1531886145904","106806034808685217471","1","train route? (sent from Ghatkopar)","ramesh kumar","","","","","18 Jul 09:25 AM","1531886145904"
"1531886169727","117024366037421461115","","metro (sent from Kalva)","khajamiya shaikh","","","","","18 Jul 09:26 AM","1531886169727"
"1531886172564","112634203039332106661","","mumbra-dombivli-badlapur","huzaif pawaskar","","","","","18 Jul 09:26 AM","1531886172564"
"1531886173271","112260688829639808626","","are trains running from Badlapur to Thane?","Mahesh","","","","","18 Jul 09:26 AM","1531886173271"
"1531886221294","117657410577730260386","",". (sent from Vikhroli Stn.)","Omkar Kadam","","","","","18 Jul 09:27 AM","1531886221294"
"1531886228007","117597345288737237538","","Now it is dader local comming (sent from Mulund Stn.)","BHARAT LALWANI","","","","","18 Jul 09:27 AM","1531886228007"
"1531886238476","111218881321162787057","","yes (sent from Kalyan Stn.)","Anil Baviskar","112260688829639808626","are trains running from Badlapur to Thane?","Mahesh","","18 Jul 09:27 AM","1531886238476"
"1531886270646","117024366037421461115","","anyone update for Ambernath from thane station (sent from Kalva)","khajamiya shaikh","","","","","18 Jul 09:27 AM","1531886270646"
"1531886281003","112260688829639808626","","Thanks, Anil","Mahesh","","","","","18 Jul 09:28 AM","1531886281003"
"1531886306213","117597345288737237538","","towards  cst  20mins late (sent from Mulund Stn.)","BHARAT LALWANI","","","","","18 Jul 09:28 AM","1531886306213"
"1531886311297","106806034808685217471","","route pls.i am new to Mumbai (sent from Ghatkopar)","ramesh kumar","","","","","18 Jul 09:28 AM","1531886311297"
"1531886348297","117597345288737237538","","9.27 theme fast came    thane (sent from Mulund Stn.)","BHARAT LALWANI","","","","","18 Jul 09:29 AM","1531886348297"
"1531886468786","100095127540402895941","","slow train from Mumbra to sctm any problem please reply (sent from Thakurli Stn.)","suresh chavan","","","","","18 Jul 09:31 AM","1531886468786"
"1531886479240","102814899783261266575","","9:04 fast CSMT train arrive at thane (sent from Ulhas Nagar Stn.)","Sandeep Palekar","","","","","18 Jul 09:31 AM","1531886479240"
"1531886480651","118139072399148531904","2","Kalyan to cstm 9.29 on time... now depart.. from kalyan station (sent from Kalyan Stn.)","mahesh wayle","","","","","18 Jul 09:31 AM","1531886480651"
"1531886541873","117024366037421461115","","from ghatkopar..get metro for versova and get down to marol, within 5 mins you will reach marol (sent from Kalva)","khajamiya shaikh","106806034808685217471","route pls.i am new to Mumbai (sent from Ghatkopar)","ramesh kumar","","18 Jul 09:32 AM","1531886541873"
"1531886672209","116811365096488817314","","central line train delay, any problems  (sent from Mulund Stn.)","Seshdeva Sahu","","","","","18 Jul 09:34 AM","1531886672209"
"1531886689285","115304057704369168800","","9.02 dadar still not arrived in mulund (sent from Mulund Stn.)","Dipti Trivedi","","","","","18 Jul 09:34 AM","1531886689285"
"1531886692636","114616221478194918326","4","No trains at Mulund station to go to CST (sent from Mulund Stn.)","Hardik Goswami","","","","","18 Jul 09:34 AM","1531886692636"
"1531886708079","115986915478099904554","1","whats time of kasara ","HINDI HEART TOUCHING STATUS","","","","","18 Jul 09:35 AM","1531886708079"
"1531886727269","113464052561287654994","1","there is a dead dog on tracks at Kurla station pf. no. 5......whom to contact? (sent from Kurla Stn.)","SUMEET SAIGAL","","","","","18 Jul 09:35 AM","1531886727269"
"1531886782297","118139072399148531904","","contact to uniform the employee...","mahesh wayle","113464052561287654994","there is a dead dog on tracks at Kurla station pf. no. 5......whom to contact? (sent from Kurla Stn.)","SUMEET SAIGAL","","18 Jul 09:36 AM","1531886782297"
"1531886821019","118012453909680358839","","kasara fast local kuthe pohchli (sent from Diva Jn Stn.)","deepak solanki","","","","","18 Jul 09:37 AM","1531886821019"
"1531886882420","100356580369770009352","1"," Badlapur 9 39  ka  (sent from Badlapur)","SAWPNALI AVHAD","","","","","18 Jul 09:38 AM","1531886882420"
"1531887075362","109422023546258016678","","kanjurmag to Dadar?? what is the status? (sent from Nahur Stn.)","ananya jadhav","","","","","18 Jul 09:41 AM","1531887075362"
"1531887086671","118395834500713028249","5","सेन्ट्रल रेल्वे च्या गाड्या आज कासवाच्या गतीने का धावतात काही घडले आहे का  (sent from Kalva)","राजू दिवाने","","","","","18 Jul 09:41 AM","1531887086671"
"1531887240116","107191239893452047831","","9:27 Dadar fast train not yet arrived at Thane station.. late by 15 minutes (sent from Thane)","vivek bhawsar","","","","","18 Jul 09:44 AM","1531887240116"
"1531887315742","112894370020260664055","","9.27 DADAR fast local train arrived on plf no 6 (sent from Thane Stn.)","Thane User","","","","","18 Jul 09:45 AM","1531887315742"
"1531887319468","103976069760215269421","","did Thane slow reach Dombivli? (sent from Dombivli Stn.)","Priyank Solanki","","","","","18 Jul 09:45 AM","1531887319468"
"1531887333204","109834153726251700831","1","9:27 vasind train is also too late (sent from Khadavli)","adesh tarmale","","","","","18 Jul 09:45 AM","1531887333204"
"1531887361275","112894370020260664055","","9.41 KARJAT fast local train arrived on plf no 5 (sent from Thane Stn.)","Thane User","","","","","18 Jul 09:46 AM","1531887361275"
"1531887384808","107191239893452047831","","yes.. that makes 20 minutes late (sent from Thane Stn.)","vivek bhawsar","112894370020260664055","9.27 DADAR fast local train arrived on plf no 6 (sent from Thane Stn.)","Thane User","","18 Jul 09:46 AM","1531887384808"
"1531887422551","100601627066679855660","1","trains are almost half n hr late (sent from Kanjur Marg)","Poonam Chavan","","","","","18 Jul 09:47 AM","1531887422551"
"1531887472149","116469310964023670864","","why ","vicky thorat","","","","","18 Jul 09:47 AM","1531887472149"
"1531887482854","116469310964023670864","","any issue train's","vicky thorat","","","","","18 Jul 09:48 AM","1531887482854"
"1531887536514","117272806054105582725","","why today train running late please announcement on train (sent from Kalyan)","Ganesh Gangadhar Wani","","","","","18 Jul 09:48 AM","1531887536514"
"1531887556907","101588333562346809955","","9:14 cst local from vikhroli reached vikhroli at 9:48!!!! (sent from Vikhroli Stn.)","Arti Maloo","","","","","18 Jul 09:49 AM","1531887556907"
"1531887591396","109157684830723841606","","where is 9:50 train from shahad??? (sent from Shahad Stn.)","Komal Peswani","","","","","18 Jul 09:49 AM","1531887591396"
"1531887604760","117272806054105582725","","our train reached at mulund (sent from Mulund Stn.)","Ganesh Gangadhar Wani","","","","","18 Jul 09:50 AM","1531887604760"
"1531887628766","100678804603150842069","","8:42 Semi fast local for Mumbai CST from Kalyan it's running 30 min late Just reaching Mulund... as train reach Dadar at 9:44","joseph pinto","","","","","18 Jul 09:50 AM","1531887628766"
"1531887680778","100678804603150842069","","Train are running late... No train means?? ","joseph pinto","114616221478194918326","No trains at Mulund station to go to CST (sent from Mulund Stn.)","Hardik Goswami","","18 Jul 09:51 AM","1531887680778"
"1531887752465","116931009291574428669","","yup (sent from Ambernath Stn.)","Harshal Attarde","103976069760215269421","did Thane slow reach Dombivli? (sent from Dombivli Stn.)","Priyank Solanki","","18 Jul 09:52 AM","1531887752465"
"1531887779082","100678804603150842069","","8:42 min Semi-fast local for Mumbai CST from Kalyan which suppose to reach Dadar at 9:44 it's just crossing Bhandup ","joseph pinto","","","","","18 Jul 09:52 AM","1531887779082"
"1531887779702","112894370020260664055","","9.33 CSMT fast local train arrived on plf no 4 (sent from Thane Stn.)","Thane User","","","","","18 Jul 09:52 AM","1531887779702"
"1531887803963","112894370020260664055","","9.52 TITWALA fast local train arrived on plf no 5 (sent from Thane Stn.)","Thane User","","","","","18 Jul 09:53 AM","1531887803963"
"1531887850161","112894370020260664055","","9.38 DADAR slow local train arrived on plf no 4 (sent from Thane Stn.)","Thane User","","","","","18 Jul 09:54 AM","1531887850161"
"1531887918966","112072722479810413902","","what is issue on Central line (sent from Thane)","nitin malankar","","","","","18 Jul 09:55 AM","1531887918966"
"1531887991212","100406791067296578056","","train late 20 to 25 min (sent from Bhandup Stn.)","Yashwant Kambli","","","","","18 Jul 09:56 AM","1531887991212"
"1531888066536","100678804603150842069","1","The Central railway mangement must get training from western railway mangement... Daily local are late.. And Western mostly local are late.. ","joseph pinto","","","","","18 Jul 09:57 AM","1531888066536"
"1531888113366","107234030841462150200","","Waiting at pF No 4 Kurla mainline slow . 9.26 has not reached yet for CSMT (sent from Kurla Stn.)","Radhakrishna Panicker","","","","","18 Jul 09:58 AM","1531888113366"
"1531888140332","101078977152405058706","","ट्रेन 20 ते 25 मीनीट लेट,( कांजुर स्टेशन","shrikant more","","","","","18 Jul 09:59 AM","1531888140332"
"1531888174951","100678804603150842069","1","8:42 Fast local from Kalyan to CST reached Vikroli just know... no rain no technical issue but Central railway local are late... Central railway DRM is just as Manmohan Singh... ","joseph pinto","","","","","18 Jul 09:59 AM","1531888174951"
"1531888230594","112894370020260664055","","9.55 BADLAPUR fast local train arrived on plf no 5 (sent from Thane Stn.)","Thane User","","","","","18 Jul 10:00 AM","1531888230594"
"1531888260778","112894370020260664055","","10.07 DADAR fast local train arrived on plf no 6 (sent from Thane Stn.)","Thane User","","","","","18 Jul 10:01 AM","1531888260778"
"1531888313236","112913885652927018896","","9.02 kalyan cat local running late by 20 to 25 minutes. It is now at mulund (sent from Nahur Stn.)","Raghuvir sharma","","","","","18 Jul 10:01 AM","1531888313236"
"1531888320314","112913885652927018896","","9.02 kalyan cat local running late by 20 to 25 minutes. It is now at mulund (sent from Nahur Stn.)","Raghuvir sharma","","","","","18 Jul 10:02 AM","1531888320314"
"1531888351576","101914989627392431008","1","9.47 kalyan dadar 15 car not yet left from kalyan stn. (sent from Kalyan Stn.)","Gandhar Mujumdar","","","","","18 Jul 10:02 AM","1531888351576"
"1531888354703","102439793168400512619","1","9.27 cst arrived at vikhroli just now  (sent from Kanjur Marg Stn.)","supriya kolambkar","","","","","18 Jul 10:02 AM","1531888354703"
"1531888368226","112913885652927018896","","9.02 kalyan cat local running late by 20 to 25 minutes. It is now at mulund (sent from Mulund Stn.)","Raghuvir sharma","","","","","18 Jul 10:02 AM","1531888368226"
"1531888383614","100678804603150842069","2","Today is my First day of  my new Job.. And my local is late 35 min.. ..I don't know what will happen","joseph pinto","","","","","18 Jul 10:03 AM","1531888383614"
"1531888424737","102439793168400512619","","congratulations you are welcome in Mumbai  (sent from Bhandup Stn.)","supriya kolambkar","100678804603150842069","Today is my First day of  my new Job.. And my local is late 35 min.. ..I don't know what will happen","joseph pinto","","18 Jul 10:03 AM","1531888424737"
"1531888449339","112894370020260664055","","9.58 TITWALA Slow local train arrived on plf no 5 (sent from Thane Stn.)","Thane User","","","","","18 Jul 10:04 AM","1531888449339"
"1531888553141","113116609913653736450","","does 9.47dadar fast from Kalyan left? (sent from Dombivli Stn.)","renuka kshirsagar","","","","1","18 Jul 10:05 AM","1531888553141"
"1531888554081","101078977152405058706","","9:41 ची ट्रेन कांजुर स्टेशन वरुन आता सुटली (sent from Kanjur Marg Stn.)","shrikant more","","","","","18 Jul 10:05 AM","1531888554081"
"1531888667156","110659109109866660619","","very late train (sent from Kurla Stn.)","prashant jadhav","","","","","18 Jul 10:07 AM","1531888667156"
"1531888700962","112913885652927018896","","what is the issue? Why locals are running late?","Raghuvir sharma","","","","","18 Jul 10:08 AM","1531888700962"
"1531888705333","110583444861666649602","","yes left","kunal patel","113116609913653736450","does 9.47dadar fast from Kalyan left? (sent from Dombivli Stn.)","renuka kshirsagar","","18 Jul 10:08 AM","1531888705333"
"1531888772287","117417761987383917118","4","no trains @Takurli to CST from 20mnts (sent from Thakurli Stn.)","Prashant Kharat","","","","","18 Jul 10:09 AM","1531888772287"
"1531888823062","115998756590089747058","","train ka problem hi kiya (sent from Ambernath Stn.)","Hussain Sayyed","","","","","18 Jul 10:10 AM","1531888823062"
"1531888931648","113226111963435063615","","train aaya kya fir? ","Shubham Jain","114616221478194918326","No trains at Mulund station to go to CST (sent from Mulund Stn.)","Hardik Goswami","","18 Jul 10:12 AM","1531888931648"
"1531888988389","105560983071720382310","","why trains are late in cental line (sent from Mira Road Stn.)","Freeda Bhati","","","","","18 Jul 10:13 AM","1531888988389"
"1531889024686","109932846340177064074","","trains bahut late hi.. ","jijokoshy koshy","","","","","18 Jul 10:13 AM","1531889024686"
"1531889071937","112894370020260664055","","10.00 CSMT slow local train arrived on plf no 4 (sent from Thane Stn.)","Thane User","","","","","18 Jul 10:14 AM","1531889071937"
"1531889093855","105560983071720382310","","but trains are late, what is the reason  (sent from Mira Road Stn.)","Freeda Bhati","","","","","18 Jul 10:14 AM","1531889093855"
"1531889102367","112464533225284646380","","10:00 cst train ata ali  (sent from Thakurli Stn.)","dhiraj bhaud","","","","","18 Jul 10:15 AM","1531889102367"
"1531889207269","106336255039761365875","","congrats for the new job...best of.luck for that and wel one to mumbai my friend...this is how it works... (sent from Ghatkopar)","Hardik shah","102439793168400512619","congratulations you are welcome in Mumbai  (sent from Bhandup Stn.)","supriya kolambkar","","18 Jul 10:16 AM","1531889207269"
"1531889212035","104261299038429858687","","Where did badlapur fast bhandup halt reached now?? (sent from Nahur Stn.)","AARCHIE GANGAN","","","","","18 Jul 10:16 AM","1531889212035"
"1531889233416","108246667562130919569","","timing of local (sent from Andheri)","srinu rauo","","","","1","18 Jul 10:17 AM","1531889233416"
"1531889265856","109932846340177064074","1","10.04 CST slow local(12 minit late) train arrived on plf no 3 (sent from Dombivali stn)  (sent from Dombivli Stn.)","jijokoshy koshy","","","","","18 Jul 10:17 AM","1531889265856"
"1531889305907","105945398099000358735","","any problem between Thana to dadar (sent from Ghatkopar Stn.)","Rajesh Pillai","","","","","18 Jul 10:18 AM","1531889305907"
"1531889367199","105945398099000358735","","train running 30 minutes late (sent from Ghatkopar Stn.)","Rajesh Pillai","","","","","18 Jul 10:19 AM","1531889367199"
"1531889370636","109734100260667250620","","why trains r moving slowly (sent from Ghatkopar)","Shrikant Ambre","","","","","18 Jul 10:19 AM","1531889370636"
"1531889371944","105019514681380917020","","what is the status of Ambernath-Diva fast train (sent from Diva Jn Stn.)","Desity Savita","","","","","18 Jul 10:19 AM","1531889371944"
"1531889392779","104910337497675061067","","some problem train running from ghatkopar to thane  (sent from Ghatkopar Stn.)","Sanjay Gupta","","","","","18 Jul 10:19 AM","1531889392779"
